generation,individual,x0,x1
0,424,-0.440577,3.51371
0,425,2.31228,0.594683
0,426,2.42132,4.88124
0,427,2.26472,3.94629
0,428,1.7254,2.48444
0,429,3.41057,0.757348
0,430,-1.87019,4.61011
0,431,1.88048,-0.20564
0,432,0.844688,-1.32955
0,433,-0.684342,3.07934
0,434,3.15493,1.18915
0,435,1.64923,0.502817
0,436,-1.20458,2.30919
0,437,3.36662,2.09597
0,438,1.51075,4.84795
0,439,4.60679,2.48914
0,440,1.39164,4.86912
0,441,0.31984,0.256559
0,442,2.45903,0.177318
0,443,1.54301,-1.14711
0,444,1.81348,-1.80845
0,445,1.95771,4.74563
0,446,-0.694384,-0.144438
0,447,-1.73014,-0.98521
0,448,-0.124306,0.370513
0,449,3.95589,1.51772
0,450,4.40107,3.56413
0,451,2.19472,4.40119
0,452,-0.491544,3.89479
0,453,3.42485,0.494524
0,454,1.84466,0.607636
0,455,-0.181314,-1.58501
0,456,3.06117,1.70663
0,457,1.19714,0.110157
0,458,1.80188,2.69805
0,459,2.48101,-0.232237
0,460,3.71245,2.44764
0,461,1.67025,3.92178
0,462,2.17719,-0.660134
0,463,1.4777,3.73004
0,464,-0.262795,3.30687
0,465,-1.16682,3.66777
0,466,0.993998,2.83236
0,467,4.34303,4.66354
0,468,4.34216,-0.402735
0,469,4.15055,1.70905
0,470,-1.84103,-1.60348
0,471,2.24431,0.401292
0,472,3.3424,1.98557
0,473,2.03992,3.67817
0,474,4.77656,-1.10771
0,475,-1.3567,1.25611
0,476,1.95508,0.498415
0,477,-0.793224,-0.293655
0,478,4.06928,0.551929
0,479,1.91909,2.3667
0,480,-1.12815,-1.22474
0,481,-0.645127,3.73605
0,482,4.81973,4.98093
0,483,3.04972,2.54647
0,484,2.16036,0.0235245
0,485,4.00846,2.77102
0,486,-1.34387,0.832144
0,487,1.42469,4.16974
0,488,4.36628,0.703045
0,489,-1.08385,2.3246
0,490,-0.120303,1.75296
0,491,4.50992,4.74754
0,492,0.471523,1.87785
0,493,4.41465,3.19097
0,494,-0.145488,0.598447
0,495,4.44641,1.04287
0,496,0.777207,3.18167
0,497,-0.358558,4.36221
0,498,3.13803,4.66802
0,499,4.36697,0.388238
0,500,0.117003,1.06283
0,501,-0.842635,2.7523
0,502,0.413345,4.5859
0,503,-0.017729,-0.306202
0,504,4.34609,4.47248
0,505,3.76206,2.36702
0,506,2.45864,1.41433
0,507,0.705442,4.95861
0,508,2.45111,-1.35078
0,509,3.96667,3.55953
0,510,0.796987,4.83262
0,511,0.0110612,-0.18357
0,512,4.08584,-1.32241
0,513,3.64146,2.83236
0,514,2.81018,2.44234
0,515,4.13559,0.820865
0,516,0.557022,1.79366
0,517,1.95766,4.20307
0,518,3.75505,1.08263
0,519,0.254493,1.60682
0,520,-0.320313,3.45444
0,521,2.20528,3.21835
0,522,4.48096,0.265142
0,523,-1.56574,-0.658787
0,524,3.53826,3.68724
0,525,0.279671,2.7691
0,526,4.50868,0.81495
0,527,1.36369,0.201397
0,528,4.28654,-0.211921
0,529,2.17592,-0.490354
0,530,0.0492515,2.752
0,531,1.83307,0.0837354
0,532,-0.952197,4.92098
0,533,3.62462,-0.366372
0,534,4.09818,3.95016
0,535,2.81489,0.280901
0,536,1.69949,4.22406
0,537,4.81038,2.46264
0,538,0.575004,0.852371
0,539,0.751609,0.906122
0,540,-0.144735,-1.45106
0,541,4.17546,0.255071
0,542,2.34404,3.74176
0,543,4.90162,0.562524
0,544,0.543751,2.35913
0,545,-0.722922,3.96921
0,546,3.18226,0.716596
0,547,0.844612,2.62842
0,548,4.23064,-1.56445
0,549,4.87791,1.76453
0,550,3.90521,0.633271
0,551,-0.499326,-0.230951
0,552,1.53833,0.311999
0,553,4.35224,3.7712
0,554,-1.8323,4.59945
0,555,-0.00797405,-0.580238
0,556,3.0713,4.63316
0,557,-0.0258923,-0.832236
0,558,3.85467,-1.17776
0,559,4.74796,3.73492
0,560,4.55712,2.29478
0,561,-0.492397,-1.04104
0,562,3.72614,2.83809
0,563,-0.375108,-0.892814
0,564,3.9951,-0.477513
0,565,0.609318,2.30566
0,566,-0.868581,0.488738
0,567,1.15767,0.523941
0,568,1.16861,1.36934
0,569,0.147509,2.24776
0,570,2.59985,2.80896
0,571,2.37287,-0.968354
0,572,4.35326,0.405193
0,573,2.33812,-1.9457
0,574,0.3105,2.88597
0,575,-1.46202,3.3176
0,576,1.24345,-1.17019
0,577,0.508366,3.66839
0,578,3.88037,0.896246
0,579,2.33265,1.96444
0,580,-0.288043,1.49207
0,581,-1.26146,-1.79787
0,582,-1.31857,-0.363811
0,583,4.23071,4.27206
0,584,1.13,4.06652
0,585,-0.890738,-0.851125
0,586,0.834791,1.41856
0,587,1.1062,3.97305
0,588,3.25813,2.18321
0,589,2.9082,2.79771
0,590,2.18648,0.506933
0,591,1.68694,3.19663
0,592,1.31652,2.35587
0,593,0.770227,2.58996
0,594,3.07731,-0.0486161
0,595,4.99836,0.364436
0,596,4.64618,3.05779
0,597,2.02615,-1.53401
0,598,3.80163,-0.214718
0,599,-0.973497,3.45033
0,600,4.17823,0.23612
0,601,1.86644,-1.21618
0,602,-0.0491661,0.770962
0,603,1.05905,2.84131
0,604,4.31423,-1.4487
0,605,1.4354,-1.79037
0,606,0.647303,1.34779
0,607,-0.270019,-0.734012
0,608,4.06239,4.16572
0,609,-1.81246,3.609
0,610,4.36196,2.47498
0,611,1.81351,-0.325536
0,612,-1.92866,1.47926
0,613,4.12304,-1.54482
0,614,-0.633937,4.82238
0,615,2.15678,1.65286
0,616,0.42458,1.419
0,617,0.904777,-0.3052
0,618,0.657747,3.3384
0,619,2.88832,0.910569
0,620,-1.45047,3.62214
0,621,-1.433,4.88513
0,622,-1.17577,0.93853
0,623,-1.80661,2.11132
0,624,-0.820187,-1.21341
0,625,4.31973,2.71076
0,626,2.47728,1.31486
0,627,-1.24472,0.764249
0,628,2.40857,-1.60915
0,629,-1.11211,3.81607
0,630,-0.734534,1.95619
0,631,4.82657,4.76789
0,632,2.16034,-1.38404
0,633,1.45483,0.297368
0,634,3.6201,3.68627
0,635,-1.11306,2.93544
0,636,-0.426474,-0.942464
0,637,4.79979,-0.250949
0,638,-0.516636,3.68545
0,639,2.045,0.652811
0,640,1.90432,0.294352
0,641,4.72272,4.02888
0,642,3.84527,-1.10779
0,643,3.86152,-0.109726
0,644,3.68049,4.5104
0,645,1.19254,0.838698
0,646,-0.523593,2.01824
0,647,-1.14747,-1.55101
0,648,1.15694,-0.349474
0,649,2.22697,0.876062
0,650,3.54217,-0.308056
0,651,3.05989,-1.44885
0,652,-1.67384,1.72067
0,653,2.82938,-0.145957
0,654,-0.605153,-1.22254
0,655,3.80476,3.98635
0,656,1.85338,3.06877
0,657,2.78145,4.93526
0,658,3.60967,-0.117822
0,659,-0.751462,4.83914
0,660,-0.0870553,4.96498
0,661,3.40939,1.62638
0,662,1.10308,-0.272539
0,663,0.138228,2.91397
0,664,1.92231,-1.58078
0,665,4.57271,0.082041
0,666,2.17759,-1.77597
0,667,4.86628,-0.811914
0,668,4.85695,2.03014
0,669,-0.936374,3.51553
0,670,0.685096,2.67201
0,671,-0.919894,0.790332
0,672,-1.75045,1.33108
0,673,4.43505,-0.33755
0,674,-1.37755,4.15143
0,675,2.67853,-1.6369
0,676,3.81937,0.890272
0,677,1.95031,1.18762
0,678,1.15755,1.3392
0,679,2.1625,-0.649779
0,680,3.17871,3.81123
0,681,1.06677,0.214424
0,682,0.515184,0.692705
0,683,4.25986,-1.22374
0,684,4.97061,-1.03622
0,685,3.72566,0.812092
0,686,1.50181,4.85998
0,687,0.220654,3.52419
0,688,-0.685707,-1.17202
0,689,2.88142,0.241003
0,690,3.76849,-1.21008
0,691,-1.22666,4.76956
0,692,1.19336,2.84858
0,693,0.931236,2.92457
0,694,-0.700991,1.13787
0,695,4.69089,1.86407
0,696,1.64689,0.982785
0,697,3.69998,-0.191646
0,698,-0.880331,2.38341
0,699,3.43691,2.4546
0,700,1.15106,2.10593
0,701,-0.00800663,1.89596
0,702,1.05872,2.02932
0,703,1.89838,-1.89885
0,704,1.71587,-1.09561
0,705,2.0191,-0.711333
0,706,2.00126,-0.782682
0,707,0.546487,0.214847
0,708,-1.99448,0.0103828
0,709,4.97021,0.765251
0,710,3.79291,4.04161
0,711,3.97621,4.36869
0,712,0.721059,3.85524
0,713,3.16661,2.76645
0,714,3.15558,4.39264
0,715,4.4553,1.54303
0,716,2.79325,-1.79035
0,717,0.00759311,0.144037
0,718,4.80933,2.18929
0,719,2.32191,2.85791
0,720,4.02361,-1.15672
0,721,2.27858,-0.144602
0,722,-1.15935,-1.00139
0,723,4.81184,4.10962
0,724,0.294815,0.402429
0,725,2.14848,3.15534
0,726,2.29359,2.51417
0,727,-1.38304,-1.18893
0,728,1.82158,-0.00395974
0,729,4.637,2.3657
0,730,4.83037,1.44887
0,731,1.16249,1.78023
0,732,4.26689,3.06701
0,733,1.7144,-1.66903
0,734,4.39616,4.13506
0,735,1.92593,4.36113
0,736,3.85861,1.13401
0,737,2.51304,0.215271
0,738,4.92113,0.231038
0,739,3.72249,0.00170096
0,740,-1.70929,3.22255
0,741,-0.677758,1.84734
0,742,1.30262,4.85931
0,743,0.0645025,1.30965
0,744,-0.0617708,0.279186
0,745,-1.41709,0.41072
0,746,0.624534,3.82848
0,747,-1.22506,-0.259479
0,748,4.8286,-1.75999
0,749,-0.00298842,-0.531688
0,750,-1.77507,2.91448
0,751,0.733734,1.84483
0,752,0.362645,2.82836
0,753,3.52725,0.8592
0,754,1.56504,1.13064
0,755,1.29045,-0.227309
0,756,4.14875,2.17087
0,757,3.05823,-1.11702
0,758,2.61258,-1.87214
0,759,-0.909043,-0.847666
0,760,4.79245,4.00905
0,761,1.33232,3.59099
0,762,2.11569,3.83374
0,763,0.6356,-0.304626
0,764,1.50728,0.583677
0,765,4.77543,0.487382
0,766,-0.967829,-0.986383
0,767,2.01104,3.1636
0,768,-0.527385,-1.63693
0,769,3.27732,-0.874805
0,770,3.31334,1.36885
0,771,-1.25234,2.82119
0,772,0.753376,2.07441
0,773,3.14343,0.590746
0,774,2.77984,-0.151466
0,775,-0.340423,-1.79406
0,776,4.73446,3.68075
0,777,4.74097,-0.0578723
0,778,-1.75522,1.21413
0,779,1.26662,-1.69297
0,780,4.89286,4.4835
0,781,4.78399,-0.447689
0,782,-1.14651,-0.651922
0,783,3.13111,3.55589
0,784,1.90822,-1.85813
0,785,-0.913215,3.54509
0,786,-1.37748,0.94949
0,787,2.76794,4.81688
0,788,2.77989,3.22488
0,789,0.0622032,-1.87895
0,790,1.37631,1.4102
0,791,4.31054,4.37394
0,792,-1.44584,-0.100253
0,793,-1.55099,-0.887184
0,794,3.5014,1.76171
0,795,1.87891,2.20439
0,796,1.17655,4.77493
0,797,4.04551,4.57778
0,798,3.51629,2.58516
0,799,3.96739,0.376894
0,800,1.01173,4.2941
0,801,-1.44565,0.135186
0,802,4.11939,3.50037
0,803,0.147224,3.68467
0,804,2.12715,-0.456576
0,805,0.490046,1.42842
0,806,0.801094,1.72586
0,807,-1.13564,-1.4759
0,808,0.856631,-1.9598
0,809,4.2175,4.65095
0,810,3.72857,0.136908
0,811,0.979923,4.0854
0,812,4.48859,2.74132
0,813,-1.28064,1.08337
0,814,-1.78081,2.06552
0,815,0.104965,-0.0820164
0,816,3.2963,3.30884
0,817,2.83424,3.86142
0,818,3.17292,-1.12458
0,819,-1.11629,2.19901
0,820,3.84993,4.26518
0,821,-0.759414,1.20638
0,822,-1.21293,4.84715
0,823,1.83144,4.47109
0,824,1.14641,0.297693
0,825,4.55822,0.0379459
0,826,0.759348,0.479738
0,827,2.0504,-1.24235
0,828,1.03775,4.42359
0,829,1.06642,0.0255483
0,830,4.93182,4.94748
0,831,1.34899,2.21681
0,832,1.91577,-1.47562
0,833,3.49883,-1.99585
0,834,4.13503,-0.262251
0,835,-1.74711,1.20851
0,836,0.379725,4.95765
0,837,-0.0290213,2.45445
0,838,1.12198,3.93781
0,839,4.85243,4.71766
0,840,-1.36415,2.61251
0,841,2.46893,-0.18708
0,842,1.40302,1.67
0,843,3.23898,3.98826
0,844,2.60593,1.43453
0,845,3.07232,-0.613512
0,846,2.13717,4.47137
0,847,0.874971,2.64054
0,848,1.05895,-0.286147
0,849,-1.33344,1.83972
0,850,3.50182,2.61826
0,851,2.86311,4.57607
0,852,4.73579,0.248182
0,853,1.77462,-1.74117
0,854,0.146767,2.53325
0,855,0.773202,2.65154
0,856,3.29475,4.1346
0,857,-0.651467,-1.28089
0,858,-0.223796,-0.0485972
0,859,2.83672,3.35556
0,860,2.32809,1.68005
0,861,-0.522323,-0.792719
0,862,0.24175,4.06378
0,863,1.96029,2.03981
0,864,2.59338,-0.456924
0,865,0.363674,1.60431
0,866,0.392302,2.82363
0,867,-0.472284,0.44494
0,868,-0.746083,1.05081
0,869,2.69996,0.522747
0,870,2.59643,2.17102
0,871,4.82695,2.04194
0,872,3.82212,4.68775
0,873,2.65004,-0.884815
0,874,3.26466,0.776596
0,875,-0.722716,2.72283
0,876,2.44137,0.0762986
0,877,3.62581,2.20314
0,878,-1.10969,-1.07128
0,879,3.57207,0.532254
0,880,1.86197,4.63059
0,881,4.23415,3.04376
0,882,2.60079,2.85635
0,883,-1.1311,-0.374299
0,884,2.68395,1.914
0,885,2.67753,3.62984
0,886,1.29494,-0.619015
0,887,-1.17361,-0.697833
0,888,2.38102,-0.0365977
0,889,4.19031,4.92148
0,890,-0.691758,4.64875
0,891,1.80405,0.665793
0,892,4.22051,-0.824106
0,893,4.62529,-1.66685
0,894,0.023716,1.83186
0,895,-0.755078,2.6634
0,896,0.400317,4.69989
0,897,3.09621,-0.327834
0,898,3.19385,-0.477957
0,899,-0.726604,4.17919
0,900,-1.66033,-0.612571
0,901,2.94572,0.870082
0,902,-1.37908,1.69988
0,903,0.00889553,-1.35874
0,904,-0.363488,1.71381
0,905,-1.04071,2.00761
0,906,3.17952,-0.938301
0,907,0.775461,0.28829
0,908,-1.39845,-0.995029
0,909,2.18776,1.89492
0,910,-0.428079,4.53847
0,911,0.337185,-0.603324
0,912,-0.423956,3.70636
0,913,2.58882,-0.471373
0,914,1.06535,1.78384
0,915,4.6637,3.95016
0,916,4.94943,-1.86205
0,917,0.508069,4.32188
0,918,4.1247,-0.770568
0,919,-1.38982,3.04017
0,920,3.04179,-0.683171
0,921,-0.531741,0.863348
0,922,-1.04818,1.41277
0,923,-1.25134,1.83908
0,924,2.11582,0.274825
0,925,3.61669,4.213
0,926,3.20115,-1.84111
0,927,-1.38043,0.638843
0,928,2.78252,3.95095
0,929,4.08934,0.427804
0,930,2.8081,2.54013
0,931,4.92296,4.19536
0,932,-0.699784,4.35405
0,933,-1.99728,1.64121
0,934,-0.142961,3.02607
0,935,1.92978,-0.346442
0,936,3.33077,-0.783711
0,937,3.10203,4.81507
0,938,4.58957,0.306327
0,939,2.15533,-1.56387
0,940,4.08051,1.41224
0,941,1.81894,0.39857
0,942,4.48621,3.00342
0,943,-1.11773,-0.669278
0,944,1.8271,3.61462
0,945,3.98964,2.68918
0,946,-1.28957,-0.324546
0,947,2.06407,1.17289
0,948,0.856153,-1.49816
0,949,0.852988,2.24717
0,950,-0.531118,-1.15414
0,951,1.43673,4.32418
0,952,1.20981,2.6538
0,953,2.91031,3.03759
0,954,4.4303,4.85262
0,955,-1.66815,3.50966
0,956,1.79258,-1.99093
